,AAPL,MSFT,GOOGL,AMZN,META,TSLA,JPM,GS,XOM,JNJ
2020-01-02,-0.013935445079024032,-0.009188955107950893,-0.016071605426049553,0.02822554251821113,0.027817679332189926,0.01874471593847643,0.005227468227528686,0.0021342750808022275,-0.00904175246950811,0.010624818539513387
2020-01-03,-0.01089238100678346,0.03350317987273733,0.00958477766309717,0.009625236571611361,-0.018344147643001928,6.8990398315866945e-06,-0.005329545509065877,-0.02193957252062036,0.010659907022226679,-0.015491668190511686
2020-01-04,-0.02933584231471613,0.016204067821417714,-0.039814126081341675,-0.007360397245323433,0.006015128750222082,0.03371837560321572,0.005754244888835686,-0.024326359544284366,-0.004160221476842734,-0.011984290030279258
2020-01-05,0.026689470840529854,-0.012171506043941797,0.02013446150841116,0.013094422593272086,0.02580607630629217,0.04281640662817664,0.05917179137295833,0.008244589139677997,0.05651748683280429,0.05825930379524208
2020-01-06,-0.005175496987392616,0.0055202970890359405,-0.01409784525308081,0.03054101096072591,0.001454227749383915,-0.009951231402965362,-0.0203180117963779,-0.007495962664400998,0.030216933774046193,0.0080227105423806
2020-01-07,-0.020483138573941642,-0.03405606325679684,0.008290608538382885,0.012891632439018585,0.019471563228789047,0.0058811555909397215,-0.019830506695053575,0.00995876397365696,0.010374967874200433,-0.036165802145736635
2020-01-08,0.030988236702734227,0.031119645336214356,0.03459823724914153,0.018497214488000485,0.02642187125980517,0.02649854610403754,0.07261325510673038,0.0262754844717091,0.05387216628178698,0.05170061334085112
2020-01-09,0.026853783927600565,-0.005459712157947481,-0.011215596872572103,0.004528209277368051,-0.008989082946236062,-0.0028298424738156594,0.03405743271383403,0.043115503979469116,0.015133028238440097,0.03685282366237075
2020-01-10,-0.04164443331113805,-0.009195093012896075,-0.028971226054860168,-0.00201790366698625,0.03836278585495698,0.0181532089635673,-0.05879764884029372,-0.028011994126140003,0.012352548015378918,-0.004945486812473551
2020-01-11,-0.00602594154534021,0.03288414791304885,0.01593251030782425,-0.004733724045874077,0.010193488441231446,0.009837183019731983,0.001130766126602659,0.026266813352726754,0.036138879100412094,0.04314304724460201
2020-01-12,-0.025726892549325295,-0.0339759447737315,-0.010685696116187512,-0.04526867899960226,-0.008200809701742934,0.03153358246746691,-0.04777066807343363,-0.006483384250555512,0.002945784899441619,-0.002425050253228411
2020-01-13,-0.025284470303235707,-0.0321868723666285,-0.020897198972804766,0.03634389305683795,0.01446187111576712,-0.04188332663648009,-0.02826379244955587,0.007338537458637999,-0.010876963504147592,-0.03741571832613726
2020-01-14,0.012828105714572068,-0.017026055228874626,-0.0036553444191887727,0.008405711337727542,0.006992367161094281,-0.006012257929499505,-0.06177054857701084,-0.006555940337324737,-0.023128192842494746,0.017293019095264747
2020-01-15,-0.026192462152649493,0.008223999827213915,-0.026212184027779258,-0.013147741023415602,-0.012001206969295436,-0.030945592802429225,-0.03909379493061878,-0.00537161676773882,-0.031713522472441254,-0.03719798179429671
2020-01-16,-0.03356571900850126,-0.050114616814888824,-0.04614603935283347,-0.017423622256229076,0.03087846822943205,-0.003440037037602331,-0.060466030335767126,-0.02013856209187225,-0.002636649846908541,-0.04518344873981554
2020-01-17,-0.047826005819742265,-0.06165395756302113,-0.013123854215742511,-0.020240936034618094,-0.011355454517483014,-0.000620255094365656,-0.009983403573533596,-0.0215427484292093,0.011720489937775238,0.00031011505914810104
