date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,JPM,GS,XOM,JNJ
2020-01-02,0.006420884472896441,-0.008878996638507396,0.00320753416077613,0.010394460668762394,-0.0022527918834564543,0.040471999920697915,0.001849756640080182,0.013951829165770733,-0.009857949245677894,-0.013672876718005903
2020-01-03,0.0021988695730438953,-0.00668243834495144,0.0042016351114403305,-0.0030238932617704245,-0.0072619396963144005,-0.05313802187892985,-0.009516178416146596,0.01109577962462114,-0.008810155901409423,-0.00023553367488386538
2020-01-06,-0.0017379494988603323,0.003964251135936881,0.008786133033319677,-0.017774715200220323,-0.005194281496755661,0.03969750305702755,0.005023423834235118,0.01443982272309811,-0.0012668337270675912,0.01566236771879071
2020-01-07,0.013611811610374289,0.04091353827269274,0.021132787741388312,0.014807427315426528,0.012082581472998673,0.025904459367885043,0.02681815144591245,-0.005661012861277785,0.01726334584322148,0.02123541181499951
2020-01-08,-0.026867399393195848,0.009022995279717796,-0.017097228375484625,0.013011101870590853,-0.0028198530810264653,0.020260030272215502,0.011369687460681524,-0.005667489421322652,0.008000603593059786,0.006495977696110496
2020-01-09,0.002786139897225076,-0.017523561763328574,0.00838460481717166,-0.021051943966936743,0.014153586343917883,0.020070071567302013,0.0036128039102995336,-0.018183418573984863,-0.012186944016950765,-0.005248622943703524
2020-01-10,0.028927983281917292,0.03330331753530434,-0.012801692448172669,0.04761067894690228,0.026979149211999023,0.08111490822105098,0.016367713181074512,0.015164369586109368,0.02012748566958153,0.003253369709785836
2020-01-13,0.0032998301645436323,-0.005509713900615748,0.004835932547506165,0.02431147844289939,-0.011083259741319192,0.07604841385968066,0.024980023994467818,0.021212996936884373,-0.005050765719004784,-0.004254170679144925
2020-01-14,0.010285391247066511,0.01500505918423433,-0.0053723890474973056,-0.011884396194078113,0.019851188931249434,0.046581021897766944,-0.011103287561482154,-0.0030660161093557185,-0.018155337212852132,-0.008007391106144951
2020-01-15,0.01889091133804863,-0.0019783332522853225,0.01233179073404128,0.003243957128547856,-0.00887811902681414,0.06867976824085767,0.019755245038876667,0.02257227812469511,0.016281174183388175,0.005391465200373023
2020-01-16,-0.021915290721974384,0.001506938021325962,0.0035671416437863058,0.027245154934441802,8.893709292700277e-05,0.006040055920569502,-0.011383410420112317,-0.002946041849488457,7.510002341433626e-05,-0.006409407365395869
2020-01-17,-0.016442742659873555,0.012762361140952437,-0.02362200232679974,0.006206018330429204,0.0019780347349838507,-0.009398902595335757,-9.184489368981551e-05,-0.022503153626046653,0.004654901271875522,-0.005306627214830528
2020-01-20,0.00566879104854312,0.0001524451778781022,0.0027753130821558964,0.0176668194996022,0.021439623278361165,0.04559024700955747,-0.0034901843388728867,-0.03290788122285356,-0.022252540597846142,-0.007765192432493329
2020-01-21,-0.04562058407547849,-0.04741863767172505,-0.02420864483800311,-0.037590906923810626,-0.01635867829063768,-0.024352962713229537,-0.019439602070722983,-0.019642148525115588,-0.017738913287088133,-0.018655807018899313
2020-01-22,-0.0008465258189538447,-0.018835538291412497,-0.010315788436002582,-0.014102804719719158,-0.00874639466489169,-0.041819216392281144,-0.027084063928283872,-0.025977600137785942,-0.013619061536266136,-0.009817073471239923
2020-01-23,-0.009297703488501114,0.00775335869143122,-0.013208558871631177,-0.015223273369075082,-0.023183373911635337,0.0014857682065360955,0.009830557178055473,-0.019484402216396374,-0.00506622676004204,-0.003944932721948482
2020-01-24,-0.02228156597560733,-0.036879944992745814,-0.022674721720313266,-0.05317523279185372,0.018529481087099123,-0.024886737018435717,-0.01793028534823952,-0.03293985888369788,-0.017041596301631913,-0.006301151394802879
2020-01-27,-0.028189643214677016,-0.035356827323127435,0.010800450613425674,0.034950235619094314,0.006180488189741141,-0.019417449636809806,-0.0040875898368251725,-0.004726476449515019,0.010153826927640903,-0.0031461684015887895
2020-01-28,-0.005154499006810691,-0.019491205728640618,-0.019814207698867187,-0.013260198363384115,-0.0194571513203871,0.016908787278928077,0.016654096314178603,-0.012632122516385706,-0.013802615003951607,-0.0184455152148863
2020-01-29,-0.03577138716505801,-0.008345116401811618,-0.015086259775458258,-0.012476919441897685,-0.0031613825104603553,-0.0232463491501912,-0.004296707469933771,-0.00868989822208349,0.005990425698368686,0.0013443914902716726
2020-01-30,0.0257904788498925,0.03870611361979649,0.05169304458361345,0.025753743920572905,0.032959163468050605,0.0824383544141589,-0.013807162851248852,0.019483452506585588,0.0269450954029715,0.014137716265411262
2020-01-31,-0.0023222046828401434,-0.012263024898739363,-0.025932552547420256,-0.01848565912439027,0.0002213855995271824,-0.07131483331096547,-0.007604608906326839,0.019393478613708773,0.007652310784729519,-0.015439967773448415
2020-02-03,0.021666415694615575,-0.004203042981097727,-0.024891329176260423,-0.00160722109251901,0.046337916423099194,-0.019586022417646863,-0.020716116418688712,-0.012333546924717467,0.015805212714698785,0.008345044449893552
2020-02-04,-0.025998149573144527,0.010314563782423014,0.007963807367734943,-0.03363585760492298,-0.014677424941860983,-0.02555567543319124,-0.031697017592756865,-0.008790845211593826,-0.02138807763417279,-0.00947245667285325
2020-02-05,-0.04163551728183046,-0.020026217771128327,-0.004597319263775084,0.03946728975490457,-0.00330904957569164,0.03485126101052969,-0.04744761302792216,-0.008401778105789869,-0.004295209664369774,-0.009455967073974865
2020-02-06,0.0075874999490413,-0.00038412040729508216,4.8217174035514e-05,-0.014759328089370619,0.007254384209263904,0.018821503260727734,-0.0012530877706784316,0.00994365181858154,0.015242319387450347,0.015164456924732499
2020-02-07,0.011116582468058127,-0.012064382392672166,-0.024124889962626753,-0.033753738089066315,0.0006938170000404878,-0.015667429362176678,-0.025985240813700294,-0.01926742171658882,-0.007000277245817265,-0.006141971248884551
2020-02-10,0.025202447249266107,0.011977257709865187,0.002019374740399761,5.4942307006948174e-05,-0.01953768534422302,-0.02447636268053309,0.00472832649556669,0.018528170957976514,-7.73459008011298e-05,-0.011813334854276106
2020-02-11,-0.0011377908802367386,-0.010219402692935033,0.019478384315797785,0.01563576306037935,-0.041044221011738345,-0.042763405678535184,-0.02722079609226639,-0.004071371176906172,-0.026591092804372236,-0.002996980447853853
2020-02-12,-0.017680805198773693,-0.009538496762365114,0.0015636010058645532,-0.010394150925842447,-0.021514402284959502,-0.00012741146393304936,0.0005393518967732633,-0.010416641697132613,0.0016947080317523881,0.004569948279409323
2020-02-13,0.002235053893946931,-0.04152799271530631,0.003583439980155508,-0.0303420057267754,-0.04066649418803044,-0.050756631326524755,-0.010619723059705388,-0.006684989262746856,0.005388726867090548,-0.009205749946139825
2020-02-14,0.001830674788545105,0.005623904602361382,-0.007898778639806356,0.0387560153776403,0.01329237117147209,0.018677768958445615,0.042272641752265895,0.022062846566129106,0.034120308007731436,0.025876327592748962
2020-02-17,0.009946034488790827,0.008682477881341136,-0.01334309102392159,0.01451048130732972,0.01187326913940372,0.01662761236458111,0.016072376819525145,0.005838594865267664,0.003668368046598522,-0.018240725170442864
2020-02-18,-0.003066930975368018,-0.022179552693431175,-0.047917578366169236,-0.0032732771621512644,-0.029160969136302325,-0.045661660478142,-0.0033124010518869058,-0.028785142392863804,-0.017795602358387355,-0.00016863417286555084
2020-02-19,0.025095401988053122,0.008941994361710866,-0.004173185908636283,0.0216610551288272,-0.01445651721744658,0.06501581186401524,0.0063637671922983875,0.010542065157413238,-0.012366364977719714,-0.0007961478197140697
2020-02-20,0.034328267309139654,0.00017772161587378734,0.009197236094803161,0.029808144754827477,-0.0086885891235807,0.019919479592403568,0.0071018850915404025,-0.011749508336475017,-0.02310758920160083,-0.024805482584121817
2020-02-21,0.0014889750325349982,-0.009131040400303159,0.0022787141173192726,0.030844890159436998,0.01168979087593797,-0.050987479324016455,-0.01319885891682087,0.005176891194370243,0.004440335798857719,0.005398632812968836
2020-02-24,-0.0447857034028241,-0.03261361584560046,-0.03560922640122989,-0.05046029865392007,-0.07230397920782211,-0.08478049968767205,-0.034252641180161955,-0.003382805501164647,-0.012724448254673133,-0.003792396090658746
2020-02-25,-0.01763300214823349,-0.02820108755537542,-0.014433944920050085,0.007168949160946743,-0.0056128508132020916,-0.1254424033380504,-0.01564849089131576,-0.005955059433553438,-0.005280011613077512,-0.00869150619037429
2020-02-26,-0.016559907640103604,0.007024050814141614,-0.00020063362890840666,0.01637315545241852,0.025220209566608934,-0.022790235868574527,0.026901522728170795,0.0008697271886203291,0.018620003049925532,-0.01006758396991471
2020-02-27,0.011430359010928398,0.028867706285929676,0.022885360538900265,0.030752748931462754,0.04085690760807256,0.06783478977584621,0.0017459457220104983,0.009264272921082086,-0.0003709124267842988,-0.0063496443017834045
2020-02-28,-0.006168392604922203,0.0017758505219360385,0.010221856004647038,-0.026869847402090936,0.022374771709320642,-0.014352079274635202,0.0009931567492257542,0.006914286364135944,0.0014080883430455863,-0.008131034797731074
