date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,JPM,GS,XOM,JNJ
2020-01-02,100.64415425422946,99.11603052456968,100.32126838028847,101.04486707404017,99.7749743747738,104.13021527514665,100.18514684952365,101.40496101462877,99.01904810641607,98.64201724946334
2020-01-03,100.86570110977824,98.4559018526688,100.74366850813186,100.7397796896762,99.05303902579583,98.74138545032308,99.23628902813287,102.53639356990941,98.15050646694083,98.61878646856562
2020-01-06,100.69055385770733,98.8469804281122,101.63271570614312,98.96497881378929,98.53986360060739,102.74001459398843,99.7360491702178,104.02774240900217,98.02624482106035,100.17554964087485
2020-01-07,102.0705052202056,102.9750309018875,103.80335334464013,100.44129882022537,99.73770144503543,105.43621010118164,102.4469741641887,103.44050377230474,99.73319724978073,102.32556614026365
2020-01-08,99.3646486233362,103.90837858318207,102.0436892602304,101.7566895760636,99.45685194358668,107.59413692806883,103.61841105815365,102.85591395451547,100.53432349950717,102.99243437120462
2020-01-09,99.64187845645402,102.10339475473249,102.90288223198128,99.63690453419285,100.8745320477448,109.77537453608939,103.99344110589648,101.00254319219579,99.31655285066502,102.45328205845081
2020-01-10,102.56641356030332,105.56103236388527,101.593947348525,104.49542623499532,103.63308549066362,119.05090044789821,105.70958226277651,102.54585518840267,101.33579834374112,102.78714325544365
2020-01-13,102.90542433701167,104.98102059324572,102.08643869280478,107.06699722472315,102.4908347101093,128.45768498479887,108.38346798796475,104.74439648219476,100.82526534396298,102.3507980060762
2020-01-14,103.96930874249261,106.56814468740923,101.53946123113273,105.80210175749838,104.54572819254248,134.5829277541537,107.18671143699927,104.42374029492625,99.01126536940741,101.53450767597204
2020-01-15,105.95205269167131,106.3575257890183,102.79937716151461,106.14587653355849,103.62166680700062,144.1508528557971,109.32526546515744,106.80762564881998,100.63647932236954,102.08340579368529
2020-01-16,103.65534112648174,106.51792081080937,103.16673191442763,109.07759357942443,103.63088302663652,145.0241668456729,108.08782759311065,106.4934289593591,100.64403740812564,101.43120400690442
2020-01-17,101.96489886657396,107.88605271106391,100.75828529049848,109.75663602011161,103.83607138082411,143.66748447759335,108.07790073394882,104.12375355007497,101.11361754253684,100.89437206256929
2020-01-20,102.54455800351043,107.90250067323441,101.03830947545542,111.71291644209502,106.08631361240965,150.36891994341636,107.70134644162191,100.75302734704054,98.88843249417019,100.11394186502149
2020-01-21,97.9715207918661,102.9053269955943,98.62167862804164,107.59147624961929,104.36499933627354,146.75122088099099,105.62789396557875,98.79333075145873,97.14972613854695,98.2635494348336
2020-01-22,97.88862046357832,100.98518994417351,97.60954769591225,106.08478393627236,103.45616218088642,140.7407522860952,102.80545541624532,96.25996495627189,95.83560688722267,97.3036085650178
2020-01-23,96.98269911584153,101.77120754494264,96.32874364791836,104.4820566005868,101.08528791024074,140.95001584127849,103.82107419407296,94.40255114294678,95.35130978636855,96.92050852440155
2020-01-24,94.84566930556475,98.08625901641413,94.16909345555734,99.07133207577105,102.97580691800394,137.4855186884846,101.97612239305597,91.34360169536018,93.74013871395196,96.3117177825542
2020-01-27,92.20933694089013,94.67883294393269,95.1916743255312,102.59511836511123,103.61421849189381,134.84165219498175,101.56013660041667,90.91288699640553,94.69680856930512,96.00918106464688
2020-01-28,91.73526685173617,92.85129663344578,93.32409017058123,101.24366680476744,101.61766754824801,137.14104620622993,103.26569171589355,89.77168733165058,93.39872406717653,94.25447523215877
2020-01-29,88.51176735186577,92.07966590718283,91.92674555719027,99.9883055362508,101.29692249734052,133.9897871064645,102.82294111298175,88.99496023305986,93.95990135127313,94.38127536199057
2020-01-30,90.82421966632191,95.71358570166021,96.80368488177479,102.59682413755762,104.6912135572299,145.5037611109305,101.41300403448126,90.74589101430071,96.52607752824996,95.72508789114634
2020-01-31,90.61355193955944,94.54701507856228,94.32558878987192,100.71767637330889,104.71439325003891,135.4885456131372,100.64472274263747,92.52294544800918,97.26755847535986,94.25844719775927
2020-02-03,92.59824578483456,94.15046385514583,92.0066796030829,100.55593081470677,109.68081831942224,132.86068261934852,98.58120280638029,91.38881764453599,98.81710613559707,95.04832934629361
2020-02-04,90.22188705322807,95.12661042841405,92.74232847088678,97.22989642961075,108.08274284630227,129.50835606745395,95.5054758830722,90.58895358616458,96.72603985452146,94.15223895375729
2020-02-05,86.54257856804733,93.24053274710684,92.3169409479927,101.1440289632046,107.72568278248502,134.10145839882978,91.07979331322498,89.83103369512182,96.3114721982011,93.26613457179806
2020-02-06,87.20171782583866,93.20472403356072,92.32139231731618,99.66217355080384,108.51000773219958,136.64935181216805,90.9657338162736,90.72873804966991,97.79072741909447,94.6912430402262
2020-02-07,88.17651105949608,92.0870223489723,90.12080013812931,96.35434252750107,108.58531994366385,134.52509204323465,88.63241454186948,88.99736232668542,97.1085556964375,94.11143455419186
2020-02-10,90.42701491187358,93.19660395527795,90.30297167991176,96.3596366028027,106.4844044722079,131.27237680776005,89.05248987995188,90.66169154638133,97.10104503818472,93.0062057365533
2020-02-11,90.32418638875095,92.24904034355454,92.07917024809127,97.87813354213446,102.20231370792496,125.77705956336207,86.66110556436375,90.2933245368219,94.55304927009468,92.72788522531735
2020-02-12,88.74121736550401,91.373306403309,92.22325794979199,96.86604247544632,100.0269764641025,125.76103514494288,86.70785900317092,89.357653065227,94.71342493870252,93.1526166259337
2020-02-13,88.93978058602033,87.65646698909822,92.55432728870923,93.97107413088597,96.04083062551737,119.5371173322907,85.79191768322816,88.76229032787785,95.22518735188137,92.29901199412112
2020-02-14,89.10274952608874,88.15082741217314,91.82614082315108,97.68451277149465,97.3259633019332,121.79078521850289,89.49631437926634,90.74240225221902,98.53036628608997,94.71854071888238
2020-02-17,89.99339037612243,88.91952730223997,90.60903430684395,99.11229592643,98.48842813089712,123.83280509467043,90.94635444857575,91.27376005808712,98.89247570262685,93.00646804304341
